구분,화장실명,주소,층수,남성변기수,여성변기수,개방시간상세,WGS84위도,WGS84경도
"개방화장실","지사도서관","부산 강서구 과학산단2로20번길 5 지사도서관","1","4","7","정시",35.15176,128.83121
"개방화장실","강서구청","부산 강서구 낙동북로 477 강서구청","1","36","52","09:00~18:00",35.21253,128.9806
"개방화장실","부산지방검찰청서부지청민원실","부산 강서구 명지국제7로 67 부산지방검찰청서부지청민원실","1","5","6","정시",35.09785,128.9085
"개방화장실","강서기적의도서관","부산 강서구 명지오션시티10로 80 강서기적의도서관","1","4","5","화~금(9시~18시), 주말(9시~17시)",35.08774,128.9066
"개방화장실","강서구청 별관 문화원","부산 강서구 낙동북로 477 강서구청 별관 문화원","1","11","12","정시",35.21249,128.9807
"개방화장실","신항만에너지","부산 강서구 낙동남로 507 신항만에너지","1","1","1","정시",35.11303,128.8753
"개방화장실","이왕주유소","부산 강서구 공항로 1423 이왕주유소","1","1","1","정시",35.22434,128.9918
"공중화장실","연결녹지4호1","부산 강서구 르노삼성대로 381 연결녹지4호1","1","1","2","",35.08965,128.9083
"공중화장실","녹산고향동산1","부산 강서구 범방4로 136 녹산고향동산1","1","4","5","",35.15627,128.8867
"공중화장실","부산해양경찰서","부산 영도구 해양로 293","1","0","0","",35.0821602809064,129.077762905891
"공중화장실","송정공원2","부산 강서구 녹산산단17로 17 송정공원2","1","1","3","",35.09911,128.8235
"공중화장실","화동공원","부산 강서구 낙동남로582번길 44 화동공원","1","1","2","",35.11188,128.8863
"공중화장실","부산강서세무서","부산 강서구 명지국제7로 44 부산강서세무서","1","3","5","정시(09:00~18:00)",35.0966148,128.9061852
"공중화장실","국회부산도서관","부산 강서구 명지국제1로 161 국회부산도서관","1","21","38","(평일)09:00-21:00(화요일 휴관), (주말)09:00-17:00",35.10353,128.9044
"공중화장실","명지공원2","부산 강서구 명지오션시티10로 80 명지공원2","1","5","10","",35.0877,128.9067
"개방화장실","부산강서우체국","부산 강서구 대저로63번길 49 부산강서우체국","1","2","2","정시(09:00~18:00)",35.217513,128.958767
"개방화장실","금룡주유소","부산 강서구 가락대로 1361 금룡주유소","1","2","2","정시",35.18669,128.9029
"개방화장실","SK네트웍스새부산주유소","부산 강서구 낙동북로 42 SK네트웍스새부산주유소","1","2","1","정시",35.21904,128.9342
"공중화장실","지양곡연대봉등산로","부산 강서구 천성대항길 105 지양곡연대봉등산로","1","2","4","",35.02223,128.8221
"공중화장실","울림공원모래놀이터","부산 강서구 명지국제6로318번길 29 울림공원모래놀이터","1","2","5","",35.10182,128.9271
"공중화장실","연결녹지4호2","부산 강서구 명지국제6로 206 연결녹지4호2","1","2","4","",35.09382,128.9203
"공중화장실","신호솔밭공원","부산 강서구 신호일로98번길 80 신호솔밭공원","1","1","2","",35.08065,128.8755
"공중화장실","송정공원1","부산 강서구 녹산산단17로 41 송정공원1","1","2","2","",35.1014,128.8244
"공중화장실","신호공원","부산 강서구 신호일로72번길 46 신호공원","1","2","4","",35.08178,128.8727
"공중화장실","화전공원","부산 강서구 화전산단5로 84 화전공원","1","4","7","",35.10582,128.8796
"공중화장실","사덕시장","부산 강서구 대저로277번길 15-5 사덕시장","1","1","2","",35.21313,128.9826
"공중화장실","덕두시장","부산 강서구 공항로811번가길 20-14 덕두시장","1","1","2","",35.17913,128.9561
"공중화장실","부산신항국제터미널","부산 강서구 신항남로 330 부산신항국제터미널","1","75","21","정시(09:00~18:00)",35.0819,128.8337
"개방화장실","부산강서경찰서","부산 강서구 명지국제1로 305 부산강서경찰서","1","4","4","",35.11661,128.9064
"개방화장실","명지노인종합복지관","부산 강서구 명지국제13로 33 명지노인종합복지관","1","10","10","09:00~18:00",35.110286,128.923607
"개방화장실","젤코바주유소","부산 강서구 낙동남로 700 젤코바주유소","1","2","2","정시",35.12012,128.8925
"개방화장실","광식석유 명지주유소","부산 강서구 르노삼성대로 372 광식석유 명지주유소","1","1","2","정시",35.08959,128.8976
"개방화장실","강서브라이트센터","부산 강서구 공항로811번길 10 강서브라이트센터","1","18","31","정시",35.18041,128.9572
"공중화장실","울림공원","부산 강서구 명지국제6로318번길 77 울림공원","1","1","4","",35.10184,128.927
"공중화장실","명지공원1","부산 강서구 명지오션시티10로 80 명지공원1","1","3","7","",35.08766,128.9067
"공중화장실","바다공원","부산 강서구 명지오션시티2로 17 바다공원","1","2","3","",35.08896,128.9014
"간이화장실","지사스포츠파크","부산 강서구 지사동 27 지사스포츠파크","1","2","4","",35.14541,128.844904
"개방화장실","명지1동행정복지센터","부산 강서구 명지국제8로 131 명지1동행정복지센터","1","9","16","09:00~18:00",35.1001292059369,128.907043580901
"간이화장실","수정4동초소","부산 동구 구청로 1 수정4동초소","1","2","3","",35.1292975675514,129.045298203371
"개방화장실","부산지방국토관리층 옥외","부산 동구 초량중로 67 부산지방국토관리층 옥외","1","1","3","09:00~18:00 주말및공휴일 미개방",35.1181,129.0385
"개방화장실","북부산영업소","부산 강서구 남해고속도로 281 북부산영업소","1","2","4","",35.222029,128.941103
"개방화장실","가락영업소","부산 강서구 남해2지선고속도로 13 가락영업소","1","3","6","",35.168214,128.894544
"개방화장실","동구청 까페","부산 동구 구청로 1 동구청 까페","1","3","5","08:00~19:00",35.12935,129.0453
