구분,화장실명,소재지도로명주소,남성대변기수,여성대변기수,개방시간상세,WGS84위도,WGS84경도
공중화장실,무녀도전망대,전북 군산시 옥도면 무녀도리 산12-4,2,4,,35.80416702,126.4371756
공중화장실,장자도관광안내소,전북 군산시 옥도면 장자도리 12-3,4,10,,35.81147839,126.3981051
공중화장실,야미도항주차장,전북특별자치도 군산시 옥도면 야미도리 153-1,2,5,,35.84059457,126.4889267
공중화장실,미원공원,전북 군산시 미원동 236-5,3,6,,35.97932649,126.7161408
공중화장실,공영주차장,전북 군산시 금동 12-7,6,8,,35.98956549,126.7062567
공중화장실,공영주차장,전북 군산시 나운동 1072,3,6,,35.97349821,126.6916701
공중화장실,고창스포츠타운,전북 고창군 고창읍 월암수월길 59,3,8,,35.42854699,126.7252278
