구분,화장실명,주소,층수,남성변기수,여성변기수,개방시간상세,WGS84위도,WGS84경도
개방화장실,농업기술센터 화북상담소,경북 상주시 화북면 문장로 1683 농업기술센터 화북상담소,1,1,1,09:00~18:00,36.559137,127.920591
개방화장실,농업기술센터 은척상담소,경북 상주시 은척면 우기1길 92 농업기술센터 은척상담소,1,1,1,09:00~18:00,36.537329,128.060437
개방화장실,힐링센터 종합안내실,경북 상주시 은척면 성주봉로 3 힐링센터 종합안내실,1,2,5,09:00~18:00,36.53217,128.03634
공중화장실,한방산업단지 주차장 야외,경북 상주시 은척면 성주봉로 41 한방산업단지 주차장 야외,1,2,5,,36.53722,128.04119
개방화장실,자연휴양림 관리사무소,경북 상주시 은척면 성주봉로 3 자연휴양림 관리사무소,1,5,5,,36.534089,128.041621
공중화장실,자연휴양림 얕은 물놀이장,경북 상주시 은척면 성주봉로 3 자연휴양림 얕은 물놀이장,1,2,3,,36.536273,128.041762
공중화장실,자연휴양림 족구장,경북 상주시 은척면 성주봉로 3 자연휴양림 족구장,1,2,3,,36.53359755,128.0407577
공중화장실,자연휴양림 강당,경북 상주시 은척면 성주봉로 3 자연휴양림 강당,1,3,4,,36.536565,128.042728
공중화장실,자연휴양림 깊은 물놀이장,경북 상주시 은척면 성주봉로 3 자연휴양림 깊은 물놀이장,1,2,4,,36.531578,128.040291
공중화장실,자연휴양림 숲속의집,경북 상주시 은척면 성주봉로 3 자연휴양림 숲속의집,1,2,3,,36.53359755,128.0407577
개방화장실,은척면보건지소,경북 상주시 은척면 봉림길 2 은척면보건지소,1,1,1,영업시간,36.531751,128.071976
개방화장실,은척면행정복지센터,경북 상주시 은척면 봉중2길 2 은척면행정복지센터,1,4,4,영업시간,36.531719,128.071546
간이화장실,용포마을,경북 예천군 지보면 마산리 907 용포마을,1,2,4,,36.5738669,128.3158071
공중화장실,곤충생태원내,경북 예천군 효자면 어동길 6-26 곤충생태원내,1,3,6,,36.82430264,128.4607674
공중화장실,곤충생태원내,경북 예천군 효자면 고항리 608 곤충생태원내,1,3,6,,36.82503924,128.4613772
개방화장실,경북 여성가족플라자,경북 예천군 호명읍 도청대로 53 경북 여성가족플라자,1,19,45,9시간,36.57571641,128.4718074
공중화장실,근린공원,경북 예천군 호명읍 산합리 1384 근린공원,1,1,1,,36.57742993,128.4849472
개방화장실,곤충연구소 실내,경북 예천군 효자면 은풍로 1045 곤충연구소 실내,1,2,6,,36.824446,128.458661
개방화장실,예천군보건소,경북 예천군 예천읍 군청길 33 예천군보건소,1,3,4,,36.65770005,128.45298
공중화장실,석송령,경북 예천군 감천면 석송로 313-10 석송령,1,1,1,,36.726716,128.4913614
공중화장실,소화리중심지공원,경북 예천군 지보면 소화리 915-2 소화리중심지공원,1,3,4,,36.54413295,128.3856127
개방화장실,지보종합복지회관,경북 예천군 지보면 소화1길 20-5 지보종합복지회관,1,2,4,12시간,36.54673459,128.386508
개방화장실,예천노인전문요양원,경북 예천군 유천면 고산길 128 예천노인전문요양원,1,4,7,12시간,36.63915346,128.3951678
공중화장실,중앙시장,경북 예천군 예천읍 시장로 109-3 중앙시장,1,4,5,,36.65694297,128.4559911
공중화장실,솔경지,경북 예천군 은풍면 오류리 331-1 솔경지,1,1,2,,36.72516199,128.4370769
공중화장실,하늘자락,경북 예천군 용문면 선리 535-1 하늘자락,1,3,5,,36.7400728,128.3890687
간이화장실,예천구시장,경북 예천군 예천읍 남본리 245-69 예천구시장,1,1,1,,36.65429375,128.4508461
공중화장실,용문사입구,경북 예천군 용문면 용문사길 287-12 용문사입구,1,2,2,,36.72782726,128.3745194
공중화장실,고항,경북 예천군 효자면 고항리 529-1,1,2,3,,36.82200872,128.4597112
개방화장실,도청 119안전센터,경북 예천군 호명읍 도청대로 19 도청 119안전센터,1,9,4,,36.57583984,128.4679421
공중화장실,대죽리말무덤,경북 예천군 지보면 대죽리 156-1 대죽리말무덤,1,1,1,,36.54291343,128.4432942
공중화장실,송평천,경북 예천군 호명읍 산합리 1507 송평천,1,2,4,,36.57438507,128.4829227
공중화장실,산합1교,경북 예천군 호명읍 산합리 1505 산합1교,1,2,3,,36.57442787,128.4754149
개방화장실,감천보건지소,경북 예천군 감천면 석송로 321-5 감천보건지소,1,1,1,9시간,36.72693624,128.4909218
개방화장실,천향보건진료소,경북 예천군 감천면 석송로 321-5,1,1,1,9시간,36.72691782,128.4909034
공중화장실,회룡포,경북 예천군 용궁면 회룡길 203 회룡포,1,3,7,,36.57975108,128.3280864
공중화장실,한천,경북 예천군 예천읍 남본리 310-1 한천,1,2,6,,36.65367662,128.4518907
공중화장실,남산공원,경북 예천군 예천읍 남본리 43 남산공원,1,3,6,,36.65358857,128.4584925
간이화장실,남산공원,경북 예천군 예천읍 중앙로 71-5 남산공원,1,1,1,,36.65274118,128.4562169
공중화장실,신도시,경북 예천군 호명읍 금능리 747 신도시,1,1,1,,36.57632042,128.4671963
개방화장실,예천박물관,경북 예천군 감천면 복골길 150 예천박물관,1,3,6,,36.7001599,128.5142354
공중화장실,풍양시장,경북 예천군 풍양면 낙상1길 71-11 풍양시장,1,4,4,,36.50912707,128.2994304
공중화장실,한천,경북 예천군 예천읍 중앙로 45-40 한천,1,2,2,,36.65600979,128.4592787
공중화장실,회룡포안,경북 예천군 용궁면 대은리 366 회룡포안,1,1,3,,36.57716363,128.3251479
공중화장실,초간정,경북 예천군 용문면 용문경천로 874-10 초간정,1,3,4,,36.70126622,128.3809821
공중화장실,한천파크골프1구장,경북 예천군 예천읍 서본리 126-3 한천파크골프1구장,1,1,3,,36.64245473,128.445885
공중화장실,한천파크골프2구장,경북 예천군 예천읍 대심리 295-3 한천파크골프2구장,1,1,3,,36.63976061,128.4412427
간이화장실,산택공원,경북 예천군 용궁면 경서로 1144 산택공원,1,2,3,,36.608954,128.2995936
간이화장실,용궁시장,경북 예천군 용궁면 용궁시장길 36-1,1,2,1,,36.60696019,128.2782578
공중화장실,장안사,경북 예천군 용궁면 회룡대길 168 장안사,1,3,6,,36.58325973,128.3136858
간이화장실,용문시장,경북 예천군 용문면 상금곡리 665-8 용문시장,1,1,3,,36.69324194,128.4064906
공중화장실,선몽대,경북 예천군 호명읍 백송리 76 선몽대,1,3,5,,36.59745852,128.4591092
공중화장실,명봉사계곡,경북 예천군 효자면 명봉리 산 1-1 명봉사계곡,1,3,2,,36.78405532,128.3794547
공중화장실,어울마당,경북 예천군 풍양면 낙상리 186-5 어울마당,1,2,4,,36.5107895,128.3006087
개방화장실,경북도서관,경북 예천군 호명읍 도청대로 200 경북도서관,1,16,31,9시간,36.57449766,128.4879568
간이화장실,감천시장,경북 예천군 감천면 포리 354-4 감천시장,1,2,3,,36.72263983,128.5276963
공중화장실,한천물놀이장,경북 예천군 예천읍 남본리 310-1 한천물놀이장,1,2,4,,36.65367662,128.4518907
공중화장실,경주칠평도서관,경북 경주시 안강읍 비화중로 51 경주칠평도서관,1,3,3,"정시(09:00∼21:00) / 월요일, 국가지정공휴일 미개방",35.992437,129.21857
공중화장실,안강시장 1동,경북 경주시 안강읍 비화중로3길 26-12 안강시장 1동,1,5,5,,35.990184,129.222116
공중화장실,안강시장 2동,경북 경주시 안강읍 비화원로 87-3 안강시장 2동,1,4,7,,35.990822,129.223079
공중화장실,독락당,경북 경주시 안강읍 옥산서원길 300-3 독락당,1,4,7,,36.016792,129.160042
공중화장실,옥산서원,경북 경주시 안강읍 옥산서원길 216-65,1,3,6,,36.010385,129.16444
공중화장실,흥덕왕릉,경북 경주시 안강읍 육통길 190-26 흥덕왕릉,1,1,1,,36.0192292,129.2076002
공중화장실,이견대,경북 경주시 감포읍 대본리 668-1 이견대,1,1,3,,35.74487,129.4842
간이화장실,연동항 어촌뉴딜 300사업,경북 경주시 감포읍 오류리 130-3 연동항 어촌뉴딜 300사업,1,1,2,,35.837,129.519
공중화장실,연동,경북 경주시 감포읍 연동길 32-8,1,1,2,,35.83783,129.5197
공중화장실,오류해수욕장 주차장,경북 경주시 감포읍 동해안로 2468-7 오류해수욕장 주차장,1,5,7,,35.82239,129.5087
공중화장실,오류해수욕장 솔밭,경북 경주시 감포읍 감포로 382-17 오류해수욕장 솔밭,1,6,7,,35.82095,129.5092
개방화장실,송대말등대 빛체험전시관,경북 경주시 감포읍 감포로 226-19 송대말등대 빛체험전시관,1,1,3,"정시(10:00~17:00),월요일휴관",35.8074,129.5113
공중화장실,포항해양경찰서 감포파출소,경북 경주시 감포읍 감포항구길 71 포항해양경찰서 감포파출소,1,1,1,,35.8091,129.506
공중화장실,전촌어촌관광단지,경북 경주시 감포읍 전촌리 1240-2 전촌어촌관광단지,1,4,8,,35.79189,129.4938
공중화장실,전촌해수욕장,경북 경주시 감포읍 동해안로 2006-2 전촌해수욕장,1,4,6,,35.78707,129.491
공중화장실,감포읍 복지회관,경북 경주시 감포읍 동해안로 2151 감포읍 복지회관,1,11,20,정시(화~금)09:00-21:00+(토)09:00-18:00,35.79891,129.4931
공중화장실,감포거마장,경북 경주시 감포읍 전촌리 산 13-1 감포거마장,1,2,3,,35.79607,129.4998
공중화장실,강동면 복지회관,경북 경주시 강동면 강동로 17 강동면 복지회관,1,9,15,"정시(09:00~18:00), 휴일 미개방",35.9872,129.273
공중화장실,양동마을 서백당 앞,경북 경주시 강동면 양동마을안길 75-10 양동마을 서백당 앞,1,2,4,,36.003806,129.253583
공중화장실,양동마을 체험관,경북 경주시 강동면 양동마을길 128 양동마을 체험관,1,3,6,,35.999401,129.254242
공중화장실,양동마을 무첨당,경북 경주시 강동면 양동마을안길 32-19 양동마을 무첨당,1,1,2,,36.001984,129.252694
이동화장실,강동면 부조마당 이동식,경북 경주시 강동면 유금리 1096 강동면 부조마당 이동식,1,1,2,정시(평일 09:00~17:00),35.9915,129.2755
공중화장실,강동보건지소,경북 경주시 강동면 강동로 66-7 강동보건지소,1,3,2,"정시(09:00~18:00), 휴일 미개방",35.991588,129.276875
공중화장실,형산강 역사문화관광공원,경북 경주시 강동면 유금리 1544-15 형산강 역사문화관광공원,1,2,3,,35.9962,129.29
공중화장실,경주단석도서관,경북 경주시 건천읍 작원3길 23 경주단석도서관,1,3,3,"정시(09:00∼21:00) / 월요일, 국가지정공휴일 미개방",35.8517134,129.1026186
공중화장실,건천보건지소,경북 경주시 건천읍 내서로 1106 건천보건지소,1,1,2,"정시(09:00~18:00), 휴일 미개방",35.850158,129.102313
공중화장실,건천읍 행정복지센터,경북 경주시 건천읍 내서로 1106 건천읍 행정복지센터,1,9,12,정시(09:00~18:00),35.8500064,129.1023057
공중화장실,건천시장,경북 경주시 건천읍 내서로 1131-1 건천시장,1,3,4,정시(09:00~18:00),35.8483005,129.1045443
공중화장실,건천휴게소,경북 경주시 건천읍 경부고속도로 76 건천휴게소,1,8,21,,35.8320229,129.1091939
공중화장실,방내1리,경북 경주시 건천읍 방내큰골길 94-16 방내1리,1,1,1,,35.8182979,129.1019196
공중화장실,건천휴게소,경북 경주시 건천읍 경부고속도로 77 건천휴게소,1,14,27,,35.8302861,129.1094795
공중화장실,건천휴게소 주유소,경북 경주시 건천읍 경부고속도로 77 건천휴게소 주유소,1,1,2,,35.83125548,129.1076077
공중화장실,단석산 공용주차장,경북 경주시 건천읍 송선리 1153-1 단석산 공용주차장,1,1,2,,35.80801236,129.0691801
공중화장실,여근곡 주차장,경북 경주시 건천읍 신평리 606-6 여근곡 주차장,1,1,3,,35.86494722,129.0757961
공중화장실,건천생활체육공원 건천체육관,경북 경주시 건천읍 건천1길 131-17 건천생활체육공원 건천체육관,1,3,5,정시((평일)09:00~21:00+(주말및공휴일)09:00~18:00+매주월요일미개방),35.84102803,129.0926619
이동화장실,신경주역 이동식,경북 경주시 건천읍 경주역로 80 신경주역 이동식,1,2,2,,35.7984306,129.14115
공중화장실,월정교,경북 경주시 교동 155-2 월정교,1,4,11,정시(09:00~18:00),35.828409,129.215721
공중화장실,교촌한옥마을 최부자아카데미 교육장,경북 경주시 교촌안길 27-24 교촌한옥마을 최부자아카데미 교육장,1,1,2,,35.8307,129.2168
