시간,유형,메시지
"오후 1:30:37","info","[62/1397] 패밀리LPG충전소 : 주소 검색 시도[road]-> ""광주광역시 북구 우치로 654"""
"오후 1:30:37","info","[62/1397] 패밀리LPG충전소 : 역지오코딩 검증 중..."
"오후 1:30:37","success","[62/1397] 패밀리LPG충전소 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:37","success","[62/1397] 패밀리LPG충전소 : 주소 검색 성공[road]"
"오후 1:30:37","info","[62/1397] 패밀리LPG충전소 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 패밀리LPG충전소"""
"오후 1:30:37","success","[62/1397] 패밀리LPG충전소 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (27m)"
"오후 1:30:37","warning","[62/1397] 패밀리LPG충전소 : [DOUBLE-CHECK] 주소 번호 불일치 (654 vs 75), 하지만 위치 근접하여 허용"
"오후 1:30:37","info","[62/1397] 패밀리LPG충전소 : 입력좌표 vs 검색좌표 거리 = 7 m"
"오후 1:30:37","warning","[62/1397] 패밀리LPG충전소 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:30:37","success","[62/1397] 패밀리LPG충전소 : 변환 성공"
"오후 1:30:37","info","[63/1397] 패밀리셀프주유소 : 주소 검색 시도[road]-> ""광주광역시 북구 우치로 670"""
"오후 1:30:37","info","[63/1397] 패밀리셀프주유소 : 역지오코딩 검증 중..."
"오후 1:30:38","success","[63/1397] 패밀리셀프주유소 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:38","success","[63/1397] 패밀리셀프주유소 : 주소 검색 성공[road]"
"오후 1:30:38","info","[63/1397] 패밀리셀프주유소 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 패밀리셀프주유소"""
"오후 1:30:38","success","[63/1397] 패밀리셀프주유소 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (13m)"
"오후 1:30:38","info","[63/1397] 패밀리셀프주유소 : 입력좌표 vs 검색좌표 거리 = 1 m"
"오후 1:30:38","warning","[63/1397] 패밀리셀프주유소 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:30:38","success","[63/1397] 패밀리셀프주유소 : 변환 성공"
"오후 1:30:38","info","[64/1397] 평촌도예공장 : 주소 검색 시도[road]-> ""광주광역시 북구 담안평무길 77"""
"오후 1:30:38","info","[64/1397] 평촌도예공장 : 역지오코딩 검증 중..."
"오후 1:30:38","success","[64/1397] 평촌도예공장 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:38","success","[64/1397] 평촌도예공장 : 주소 검색 성공[road]"
"오후 1:30:38","info","[64/1397] 평촌도예공장 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 평촌도예공장"""
"오후 1:30:38","info","[64/1397] 평촌도예공장 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오후 1:30:38","success","[64/1397] 평촌도예공장 : 변환 성공"
"오후 1:30:38","info","[65/1397] 평화셀프주유소 : 주소 검색 시도[road]-> ""광주광역시 북구 경열로 257"""
"오후 1:30:38","info","[65/1397] 평화셀프주유소 : 역지오코딩 검증 중..."
"오후 1:30:39","success","[65/1397] 평화셀프주유소 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:39","success","[65/1397] 평화셀프주유소 : 주소 검색 성공[road]"
"오후 1:30:39","info","[65/1397] 평화셀프주유소 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 평화셀프주유소"""
"오후 1:30:39","success","[65/1397] 평화셀프주유소 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (7m)"
"오후 1:30:39","info","[65/1397] 평화셀프주유소 : 입력좌표 vs 검색좌표 거리 = 0 m"
"오후 1:30:39","warning","[65/1397] 평화셀프주유소 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:30:39","success","[65/1397] 평화셀프주유소 : 변환 성공"
"오후 1:30:39","info","[66/1397] 풍향동 행정복지센터 : 주소 검색 시도[road]-> ""광주광역시 북구 필문대로 29번길 10"""
"오후 1:30:39","info","[66/1397] 풍향동 행정복지센터 : 역지오코딩 검증 중..."
"오후 1:30:39","success","[66/1397] 풍향동 행정복지센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:39","success","[66/1397] 풍향동 행정복지센터 : 주소 검색 성공[road]"
"오후 1:30:39","info","[66/1397] 풍향동 행정복지센터 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 풍향동 행정복지센터"""
"오후 1:30:39","success","[66/1397] 풍향동 행정복지센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (9m)"
"오후 1:30:39","info","[66/1397] 풍향동 행정복지센터 : 입력좌표 vs 검색좌표 거리 = 13 m"
"오후 1:30:39","warning","[66/1397] 풍향동 행정복지센터 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:30:39","success","[66/1397] 풍향동 행정복지센터 : 변환 성공"
"오후 1:30:39","info","[67/1397] 한국타이어㈜티스테이션 운암점 : 주소 검색 시도[road]-> ""광주광역시 북구 북문대로 28"""
"오후 1:30:39","info","[67/1397] 한국타이어㈜티스테이션 운암점 : 역지오코딩 검증 중..."
"오후 1:30:40","success","[67/1397] 한국타이어㈜티스테이션 운암점 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:40","success","[67/1397] 한국타이어㈜티스테이션 운암점 : 주소 검색 성공[road]"
"오후 1:30:40","info","[67/1397] 한국타이어㈜티스테이션 운암점 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 한국타이어 티스테이션 운암점"""
"오후 1:30:40","success","[67/1397] 한국타이어㈜티스테이션 운암점 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (6m)"
"오후 1:30:40","info","[67/1397] 한국타이어㈜티스테이션 운암점 : 입력좌표 vs 검색좌표 거리 = 1 m"
"오후 1:30:40","warning","[67/1397] 한국타이어㈜티스테이션 운암점 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:30:40","success","[67/1397] 한국타이어㈜티스테이션 운암점 : 변환 성공"
"오후 1:30:40","info","[68/1397] 행복가득주유소 : 주소 검색 시도[road]-> ""광주광역시 북구 우치로 952"""
"오후 1:30:40","info","[68/1397] 행복가득주유소 : 역지오코딩 검증 중..."
"오후 1:30:40","success","[68/1397] 행복가득주유소 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:40","success","[68/1397] 행복가득주유소 : 주소 검색 성공[road]"
"오후 1:30:40","info","[68/1397] 행복가득주유소 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 행복가득주유소"""
"오후 1:30:40","success","[68/1397] 행복가득주유소 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (16m)"
"오후 1:30:40","success","[68/1397] 행복가득주유소 : 변환 성공"
"오후 1:30:40","info","[69/1397] 행복어울림센터 : 주소 검색 시도[road]-> ""광주광역시 북구 용봉로 105, 북구행복어울림센터"""
"오후 1:30:41","info","[69/1397] 행복어울림센터 : 역지오코딩 검증 중..."
"오후 1:30:41","success","[69/1397] 행복어울림센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:41","success","[69/1397] 행복어울림센터 : 주소 검색 성공[road]"
"오후 1:30:41","info","[69/1397] 행복어울림센터 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 행복어울림센터"""
"오후 1:30:41","success","[69/1397] 행복어울림센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (15m)"
"오후 1:30:41","info","[69/1397] 행복어울림센터 : 입력좌표 vs 검색좌표 거리 = 17 m"
"오후 1:30:41","warning","[69/1397] 행복어울림센터 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:30:41","success","[69/1397] 행복어울림센터 : 변환 성공"
"오후 1:30:41","info","[70/1397] 호남연수원(본관 1층) : 주소 검색 시도[road]-> ""광주광역시 북구 동문대로456번길 40, 중소벤처기업진흥공단호남연수원"""
"오후 1:30:41","info","[70/1397] 호남연수원(본관 1층) : 역지오코딩 검증 중..."
"오후 1:30:41","success","[70/1397] 호남연수원(본관 1층) : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:41","success","[70/1397] 호남연수원(본관 1층) : 주소 검색 성공[road]"
"오후 1:30:41","info","[70/1397] 호남연수원(본관 1층) : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 호남연수원"""
"오후 1:30:41","warning","[70/1397] 호남연수원(본관 1층) : [DOUBLE-CHECK] 시설명 위치와 불일치 (7174m)"
"오후 1:30:41","success","[70/1397] 호남연수원(본관 1층) : 변환 성공"
"오후 1:30:41","warning","[71/1397] 호남연수원(청년창업사관학교) : [Duplicate] 중복 데이터로 감지되어 건너뜁니다."
"오후 1:30:41","info","[72/1397] 홈플러스동광주점 : 주소 검색 시도[road]-> ""광주광역시 북구 동문대로 200"""
"오후 1:30:42","info","[72/1397] 홈플러스동광주점 : 역지오코딩 검증 중..."
"오후 1:30:42","success","[72/1397] 홈플러스동광주점 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:42","success","[72/1397] 홈플러스동광주점 : 주소 검색 성공[road]"
"오후 1:30:42","info","[72/1397] 홈플러스동광주점 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 홈플러스동광주점"""
"오후 1:30:42","success","[72/1397] 홈플러스동광주점 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (3m)"
"오후 1:30:42","info","[72/1397] 홈플러스동광주점 : 입력좌표 vs 검색좌표 거리 = 0 m"
"오후 1:30:42","warning","[72/1397] 홈플러스동광주점 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:30:42","success","[72/1397] 홈플러스동광주점 : 변환 성공"
"오후 1:30:42","info","[73/1397] 화물터미널주유소 : 주소 검색 시도[road]-> ""광주광역시 북구 동문대로 288"""
"오후 1:30:42","info","[73/1397] 화물터미널주유소 : 역지오코딩 검증 중..."
"오후 1:30:42","success","[73/1397] 화물터미널주유소 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:42","success","[73/1397] 화물터미널주유소 : 주소 검색 성공[road]"
"오후 1:30:42","info","[73/1397] 화물터미널주유소 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 화물터미널주유소"""
"오후 1:30:42","success","[73/1397] 화물터미널주유소 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (29m)"
"오후 1:30:42","info","[73/1397] 화물터미널주유소 : 입력좌표 vs 검색좌표 거리 = 0 m"
"오후 1:30:42","warning","[73/1397] 화물터미널주유소 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:30:42","success","[73/1397] 화물터미널주유소 : 변환 성공"
"오후 1:30:42","info","[74/1397] 효령노인복지타운 경비실 : 주소 검색 시도[road]-> ""광주광역시 북구 하서로 950, 효령노인복지타운"""
"오후 1:30:43","info","[74/1397] 효령노인복지타운 경비실 : 역지오코딩 검증 중..."
"오후 1:30:43","success","[74/1397] 효령노인복지타운 경비실 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:43","success","[74/1397] 효령노인복지타운 경비실 : 주소 검색 성공[road]"
"오후 1:30:43","info","[74/1397] 효령노인복지타운 경비실 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 효령노인복지타운 경비실"""
"오후 1:30:43","info","[74/1397] 효령노인복지타운 경비실 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오후 1:30:43","success","[74/1397] 효령노인복지타운 경비실 : 변환 성공"
"오후 1:30:43","info","[75/1397] 효령노인복지타운시내버스정류소 : 주소 검색 시도[road]-> ""광주광역시 북구 하서로 950, 효령노인복지타운"""
"오후 1:30:43","info","[Cache] 지오코딩 결과 재사용: ""광주광역시 북구 하서로 950, 효령노인복지타운"""
"오후 1:30:43","info","[75/1397] 효령노인복지타운시내버스정류소 : 역지오코딩 검증 중..."
"오후 1:30:43","info","[Cache] 역지오코딩 결과 재사용: 35.240695,126.912338"
"오후 1:30:43","success","[75/1397] 효령노인복지타운시내버스정류소 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:43","success","[75/1397] 효령노인복지타운시내버스정류소 : 주소 검색 성공[road]"
"오후 1:30:43","info","[75/1397] 효령노인복지타운시내버스정류소 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 효령노인복지타운시내버스정류소"""
"오후 1:30:43","info","[75/1397] 효령노인복지타운시내버스정류소 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오후 1:30:43","success","[75/1397] 효령노인복지타운시내버스정류소 : 변환 성공"
"오후 1:30:43","info","[76/1397] 효죽2공영주차장 : 주소 검색 시도[road]-> ""광주광역시 북구 용봉로138번길 10, 효죽2 공영주차장"""
"오후 1:30:44","info","[76/1397] 효죽2공영주차장 : 역지오코딩 검증 중..."
"오후 1:30:44","success","[76/1397] 효죽2공영주차장 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:44","success","[76/1397] 효죽2공영주차장 : 주소 검색 성공[road]"
"오후 1:30:44","info","[76/1397] 효죽2공영주차장 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 효죽2공영주차장"""
"오후 1:30:44","success","[76/1397] 효죽2공영주차장 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (18m)"
"오후 1:30:44","info","[76/1397] 효죽2공영주차장 : 입력좌표 vs 검색좌표 거리 = 28 m"
"오후 1:30:44","warning","[76/1397] 효죽2공영주차장 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:30:44","success","[76/1397] 효죽2공영주차장 : 변환 성공"
"오후 1:30:44","info","[77/1397] 효창요양병원 : 주소 검색 시도[road]-> ""광주광역시 북구 서암대로 187"""
"오후 1:30:44","info","[77/1397] 효창요양병원 : 역지오코딩 검증 중..."
"오후 1:30:44","success","[77/1397] 효창요양병원 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:44","success","[77/1397] 효창요양병원 : 주소 검색 성공[road]"
"오후 1:30:44","info","[77/1397] 효창요양병원 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 효창요양병원"""
"오후 1:30:45","success","[77/1397] 효창요양병원 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (6m)"
"오후 1:30:45","info","[77/1397] 효창요양병원 : 입력좌표 vs 검색좌표 거리 = 1 m"
"오후 1:30:45","warning","[77/1397] 효창요양병원 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:30:45","success","[77/1397] 효창요양병원 : 변환 성공"
"오후 1:30:45","info","[78/1397] 까치주유소 : 주소 검색 시도[road]-> ""광주광역시 북구 하서로 211"""
"오후 1:30:45","info","[78/1397] 까치주유소 : 역지오코딩 검증 중..."
"오후 1:30:45","success","[78/1397] 까치주유소 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:45","success","[78/1397] 까치주유소 : 주소 검색 성공[road]"
"오후 1:30:45","info","[78/1397] 까치주유소 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 까치주유소"""
"오후 1:30:45","warning","[78/1397] 까치주유소 : [DOUBLE-CHECK] 시설명 위치와 불일치 (6475m)"
"오후 1:30:45","info","[78/1397] 까치주유소 : 입력좌표 vs 검색좌표 거리 = 0 m"
"오후 1:30:45","success","[78/1397] 까치주유소 : 변환 성공"
"오후 1:30:45","info","[79/1397] 남도향토음식박물관 : 주소 검색 시도[road]-> ""광주광역시 북구 설죽로 477"""
"오후 1:30:45","info","[79/1397] 남도향토음식박물관 : 역지오코딩 검증 중..."
"오후 1:30:45","success","[79/1397] 남도향토음식박물관 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:45","success","[79/1397] 남도향토음식박물관 : 주소 검색 성공[road]"
"오후 1:30:45","info","[79/1397] 남도향토음식박물관 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 남도향토음식박물관"""
"오후 1:30:46","success","[79/1397] 남도향토음식박물관 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (19m)"
"오후 1:30:46","info","[79/1397] 남도향토음식박물관 : 입력좌표 vs 검색좌표 거리 = 24 m"
"오후 1:30:46","warning","[79/1397] 남도향토음식박물관 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:30:46","success","[79/1397] 남도향토음식박물관 : 변환 성공"
"오후 1:30:46","info","[80/1397] 스피드주유소 : 주소 검색 시도[road]-> ""광주광역시 북구 설죽로 226"""
"오후 1:30:46","info","[80/1397] 스피드주유소 : 역지오코딩 검증 중..."
"오후 1:30:46","success","[80/1397] 스피드주유소 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:46","success","[80/1397] 스피드주유소 : 주소 검색 성공[road]"
"오후 1:30:46","info","[80/1397] 스피드주유소 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 스피드주유소"""
"오후 1:30:46","success","[80/1397] 스피드주유소 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (2m)"
"오후 1:30:46","info","[80/1397] 스피드주유소 : 입력좌표 vs 검색좌표 거리 = 0 m"
"오후 1:30:46","warning","[80/1397] 스피드주유소 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:30:46","success","[80/1397] 스피드주유소 : 변환 성공"
"오후 1:30:46","info","[81/1397] 시립미술관(3 1 탑) : 주소 검색 시도[road]-> ""광주광역시 북구 하서로 52"""
"오후 1:30:46","info","[81/1397] 시립미술관(3 1 탑) : 역지오코딩 검증 중..."
"오후 1:30:47","success","[81/1397] 시립미술관(3 1 탑) : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:47","success","[81/1397] 시립미술관(3 1 탑) : 주소 검색 성공[road]"
"오후 1:30:47","info","[81/1397] 시립미술관(3 1 탑) : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 시립미술관"""
"오후 1:30:47","success","[81/1397] 시립미술관(3 1 탑) : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (15m)"
"오후 1:30:47","info","[81/1397] 시립미술관(3 1 탑) : 입력좌표 vs 검색좌표 거리 = 0 m"
"오후 1:30:47","warning","[81/1397] 시립미술관(3 1 탑) : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:30:47","success","[81/1397] 시립미술관(3 1 탑) : 변환 성공"
"오후 1:30:47","info","[82/1397] 시립미술관(비엔날레주차장) : 주소 검색 시도[road]-> ""광주광역시 북구 호동로15번길 60"""
"오후 1:30:47","info","[82/1397] 시립미술관(비엔날레주차장) : 역지오코딩 검증 중..."
"오후 1:30:47","success","[82/1397] 시립미술관(비엔날레주차장) : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:47","success","[82/1397] 시립미술관(비엔날레주차장) : 주소 검색 성공[road]"
"오후 1:30:47","info","[82/1397] 시립미술관(비엔날레주차장) : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 시립미술관"""
"오후 1:30:47","info","[Cache] 키워드 검색 결과 재사용: ""광주광역시 시립미술관"""
"오후 1:30:47","warning","[82/1397] 시립미술관(비엔날레주차장) : [DOUBLE-CHECK] 시설명 위치와 불일치 (2694m)"
"오후 1:30:47","info","[82/1397] 시립미술관(비엔날레주차장) : 입력좌표 vs 검색좌표 거리 = 0 m"
"오후 1:30:47","warning","[82/1397] 시립미술관(비엔날레주차장) : 대규모 시설(0m) -> 기존 좌표 우선 사용(검증 등급: GOOD)"
"오후 1:30:47","success","[82/1397] 시립미술관(비엔날레주차장) : 변환 성공"
"오후 1:30:47","warning","[83/1397] 시립미술관(비엔날레중정) : [Duplicate] 중복 데이터로 감지되어 건너뜁니다."
"오후 1:30:47","warning","[84/1397] 시립미술관(운암제) : [Duplicate] 중복 데이터로 감지되어 건너뜁니다."
"오후 1:30:47","warning","[85/1397] 시립미술관(유희장) : [Duplicate] 중복 데이터로 감지되어 건너뜁니다."
"오후 1:30:47","warning","[86/1397] 시립미술관(정문) : [Duplicate] 중복 데이터로 감지되어 건너뜁니다."
"오후 1:30:47","warning","[87/1397] 시립미술관(팔각정) : [Duplicate] 중복 데이터로 감지되어 건너뜁니다."
"오후 1:30:47","info","[88/1397] 시민종합사회복지관 : 주소 검색 시도[road]-> ""광주광역시 북구 양일로 76-1"""
"오후 1:30:47","info","[88/1397] 시민종합사회복지관 : 역지오코딩 검증 중..."
"오후 1:30:48","success","[88/1397] 시민종합사회복지관 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:48","success","[88/1397] 시민종합사회복지관 : 주소 검색 성공[road]"
"오후 1:30:48","info","[88/1397] 시민종합사회복지관 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 시민종합사회복지관"""
"오후 1:30:48","success","[88/1397] 시민종합사회복지관 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (0m)"
"오후 1:30:48","info","[88/1397] 시민종합사회복지관 : 입력좌표 vs 검색좌표 거리 = 0 m"
"오후 1:30:48","warning","[88/1397] 시민종합사회복지관 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:30:48","success","[88/1397] 시민종합사회복지관 : 변환 성공"
"오후 1:30:48","info","[89/1397] 신안동 행정복지센터 : 주소 검색 시도[road]-> ""광주광역시 북구 자산로 66"""
"오후 1:30:48","info","[89/1397] 신안동 행정복지센터 : 역지오코딩 검증 중..."
"오후 1:30:48","success","[89/1397] 신안동 행정복지센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:48","success","[89/1397] 신안동 행정복지센터 : 주소 검색 성공[road]"
"오후 1:30:48","info","[89/1397] 신안동 행정복지센터 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 신안동 행정복지센터"""
"오후 1:30:48","success","[89/1397] 신안동 행정복지센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (7m)"
"오후 1:30:48","info","[89/1397] 신안동 행정복지센터 : 입력좌표 vs 검색좌표 거리 = 0 m"
"오후 1:30:48","warning","[89/1397] 신안동 행정복지센터 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:30:48","success","[89/1397] 신안동 행정복지센터 : 변환 성공"
"오후 1:30:48","info","[90/1397] 신용구도일주유소 : 주소 검색 시도[road]-> ""광주광역시 북구 임방울대로 953"""
"오후 1:30:49","info","[90/1397] 신용구도일주유소 : 역지오코딩 검증 중..."
"오후 1:30:49","success","[90/1397] 신용구도일주유소 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:49","success","[90/1397] 신용구도일주유소 : 주소 검색 성공[road]"
"오후 1:30:49","info","[90/1397] 신용구도일주유소 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 신용구도일주유소"""
"오후 1:30:49","success","[90/1397] 신용구도일주유소 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (1m)"
"오후 1:30:49","info","[90/1397] 신용구도일주유소 : 입력좌표 vs 검색좌표 거리 = 0 m"
"오후 1:30:49","warning","[90/1397] 신용구도일주유소 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:30:49","success","[90/1397] 신용구도일주유소 : 변환 성공"
"오후 1:30:49","info","[91/1397] 신용동행정복지센터 : 주소 검색 시도[road]-> ""광주광역시 북구 첨단연신로107번길 22"""
"오후 1:30:49","info","[91/1397] 신용동행정복지센터 : 역지오코딩 검증 중..."
"오후 1:30:49","success","[91/1397] 신용동행정복지센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:49","success","[91/1397] 신용동행정복지센터 : 주소 검색 성공[road]"
"오후 1:30:49","info","[91/1397] 신용동행정복지센터 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 신용동행정복지센터"""
"오후 1:30:50","success","[91/1397] 신용동행정복지센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (4m)"
"오후 1:30:50","success","[91/1397] 신용동행정복지센터 : 변환 성공"
"오후 1:30:50","info","[92/1397] 신용주유소 : 주소 검색 시도[road]-> ""광주광역시 북구 임방울대로 961"""
"오후 1:30:50","info","[92/1397] 신용주유소 : 역지오코딩 검증 중..."
"오후 1:30:50","success","[92/1397] 신용주유소 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:50","success","[92/1397] 신용주유소 : 주소 검색 성공[road]"
"오후 1:30:50","info","[92/1397] 신용주유소 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 신용주유소"""
"오후 1:30:50","success","[92/1397] 신용주유소 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (31m)"
"오후 1:30:50","warning","[92/1397] 신용주유소 : [DOUBLE-CHECK] 주소 번호 불일치 (961 vs 959), 하지만 위치 근접하여 허용"
"오후 1:30:50","info","[92/1397] 신용주유소 : 입력좌표 vs 검색좌표 거리 = 0 m"
"오후 1:30:50","warning","[92/1397] 신용주유소 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:30:50","success","[92/1397] 신용주유소 : 변환 성공"
"오후 1:30:50","info","[93/1397] 쌍용자동차 서비스 : 주소 검색 시도[road]-> ""광주광역시 북구 설죽로 265"""
"오후 1:30:50","info","[93/1397] 쌍용자동차 서비스 : 역지오코딩 검증 중..."
"오후 1:30:50","success","[93/1397] 쌍용자동차 서비스 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:50","success","[93/1397] 쌍용자동차 서비스 : 주소 검색 성공[road]"
"오후 1:30:50","info","[93/1397] 쌍용자동차 서비스 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 쌍용자동차 서비스"""
"오후 1:30:51","warning","[93/1397] 쌍용자동차 서비스 : [DOUBLE-CHECK] 시설명 위치와 불일치 (8216m)"
"오후 1:30:51","info","[93/1397] 쌍용자동차 서비스 : 입력좌표 vs 검색좌표 거리 = 0 m"
"오후 1:30:51","success","[93/1397] 쌍용자동차 서비스 : 변환 성공"
"오후 1:30:51","info","[94/1397] 아람식자재마트 오치점 : 주소 검색 시도[road]-> ""광주광역시 북구 설죽로 366"""
"오후 1:30:51","info","[94/1397] 아람식자재마트 오치점 : 역지오코딩 검증 중..."
"오후 1:30:51","success","[94/1397] 아람식자재마트 오치점 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:51","success","[94/1397] 아람식자재마트 오치점 : 주소 검색 성공[road]"
"오후 1:30:51","info","[94/1397] 아람식자재마트 오치점 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 아람식자재마트 오치점"""
"오후 1:30:51","info","[94/1397] 아람식자재마트 오치점 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오후 1:30:51","success","[94/1397] 아람식자재마트 오치점 : 변환 성공"
"오후 1:30:51","info","[95/1397] 양산동 행정복지센터 : 주소 검색 시도[road]-> ""광주광역시 북구 양산택지로 32"""
"오후 1:30:51","info","[95/1397] 양산동 행정복지센터 : 역지오코딩 검증 중..."
"오후 1:30:52","success","[95/1397] 양산동 행정복지센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:30:52","success","[95/1397] 양산동 행정복지센터 : 주소 검색 성공[road]"
"오후 1:30:52","info","[95/1397] 양산동 행정복지센터 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 양산동 행정복지센터"""
"오후 1:30:52","success","[95/1397] 양산동 행정복지센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (7m)"
"오후 1:30:52","info","[95/1397] 양산동 행정복지센터 : 입력좌표 vs 검색좌표 거리 = 0 m"
"오후 1:30:52","warning","[95/1397] 양산동 행정복지센터 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:30:52","success","[95/1397] 양산동 행정복지센터 : 변환 성공"
"오후 1:30:52","info","[96/1397] 양산주유소 : 주소 검색 시도[road]-> ""광주광역시 북구 하서로 255"""
