시간,유형,메시지
"오후 1:38:01","info","[753/1397] ㈜대창석유직영 남광주주유소 : 주소 검색 시도[road]-> ""광주광역시 남구 서문대로799"""
"오후 1:38:01","info","[753/1397] ㈜대창석유직영 남광주주유소 : 역지오코딩 검증 중..."
"오후 1:38:01","success","[753/1397] ㈜대창석유직영 남광주주유소 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:01","success","[753/1397] ㈜대창석유직영 남광주주유소 : 주소 검색 성공[road]"
"오후 1:38:01","info","[753/1397] ㈜대창석유직영 남광주주유소 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 대창석유직영 남광주주유소"""
"오후 1:38:01","success","[753/1397] ㈜대창석유직영 남광주주유소 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (14m)"
"오후 1:38:01","info","[753/1397] ㈜대창석유직영 남광주주유소 : 입력좌표 vs 검색좌표 거리 = 16 m"
"오후 1:38:01","warning","[753/1397] ㈜대창석유직영 남광주주유소 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:01","success","[753/1397] ㈜대창석유직영 남광주주유소 : 변환 성공"
"오후 1:38:01","info","[754/1397] 삼거리주유소 : 주소 검색 시도[road]-> ""광주광역시 남구 서문대로781"""
"오후 1:38:02","info","[754/1397] 삼거리주유소 : 역지오코딩 검증 중..."
"오후 1:38:02","success","[754/1397] 삼거리주유소 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:02","success","[754/1397] 삼거리주유소 : 주소 검색 성공[road]"
"오후 1:38:02","info","[754/1397] 삼거리주유소 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 삼거리주유소"""
"오후 1:38:02","success","[754/1397] 삼거리주유소 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (14m)"
"오후 1:38:02","info","[754/1397] 삼거리주유소 : 입력좌표 vs 검색좌표 거리 = 8 m"
"오후 1:38:02","warning","[754/1397] 삼거리주유소 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:02","success","[754/1397] 삼거리주유소 : 변환 성공"
"오후 1:38:02","info","[755/1397] 21세기주유소 : 주소 검색 시도[road]-> ""광주광역시 남구 서문대로 697"""
"오후 1:38:02","info","[755/1397] 21세기주유소 : 역지오코딩 검증 중..."
"오후 1:38:02","success","[755/1397] 21세기주유소 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:02","success","[755/1397] 21세기주유소 : 주소 검색 성공[road]"
"오후 1:38:02","info","[755/1397] 21세기주유소 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 21세기주유소"""
"오후 1:38:03","success","[755/1397] 21세기주유소 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (0m)"
"오후 1:38:03","info","[755/1397] 21세기주유소 : 입력좌표 vs 검색좌표 거리 = 1 m"
"오후 1:38:03","warning","[755/1397] 21세기주유소 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:03","success","[755/1397] 21세기주유소 : 변환 성공"
"오후 1:38:03","info","[756/1397] 광주대주유소 : 주소 검색 시도[road]-> ""광주광역시 남구 서문대로 566"""
"오후 1:38:03","info","[756/1397] 광주대주유소 : 역지오코딩 검증 중..."
"오후 1:38:03","success","[756/1397] 광주대주유소 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:03","success","[756/1397] 광주대주유소 : 주소 검색 성공[road]"
"오후 1:38:03","info","[756/1397] 광주대주유소 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 광주대주유소"""
"오후 1:38:03","info","[756/1397] 광주대주유소 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오후 1:38:03","info","[756/1397] 광주대주유소 : 입력좌표 vs 검색좌표 거리 = 15 m"
"오후 1:38:03","warning","[756/1397] 광주대주유소 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:03","success","[756/1397] 광주대주유소 : 변환 성공"
"오후 1:38:03","info","[757/1397] 대동주유소 : 주소 검색 시도[road]-> ""광주광역시 남구 대남대로 153"""
"오후 1:38:04","info","[757/1397] 대동주유소 : 역지오코딩 검증 중..."
"오후 1:38:04","success","[757/1397] 대동주유소 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:04","success","[757/1397] 대동주유소 : 주소 검색 성공[road]"
"오후 1:38:04","info","[757/1397] 대동주유소 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 대동주유소"""
"오후 1:38:04","success","[757/1397] 대동주유소 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (1m)"
"오후 1:38:04","info","[757/1397] 대동주유소 : 입력좌표 vs 검색좌표 거리 = 1 m"
"오후 1:38:04","warning","[757/1397] 대동주유소 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:04","success","[757/1397] 대동주유소 : 변환 성공"
"오후 1:38:04","info","[758/1397] 송원카센터 : 주소 검색 시도[road]-> ""광주광역시 남구 대남대로 93"""
"오후 1:38:04","info","[758/1397] 송원카센터 : 역지오코딩 검증 중..."
"오후 1:38:04","success","[758/1397] 송원카센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:04","success","[758/1397] 송원카센터 : 주소 검색 성공[road]"
"오후 1:38:04","info","[758/1397] 송원카센터 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 송원카센터"""
"오후 1:38:05","success","[758/1397] 송원카센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (2m)"
"오후 1:38:05","info","[758/1397] 송원카센터 : 입력좌표 vs 검색좌표 거리 = 3 m"
"오후 1:38:05","warning","[758/1397] 송원카센터 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:05","success","[758/1397] 송원카센터 : 변환 성공"
"오후 1:38:05","info","[759/1397] 늘푸른자동차공업사 : 주소 검색 시도[road]-> ""광주광역시 남구 용대로 199"""
"오후 1:38:05","info","[759/1397] 늘푸른자동차공업사 : 역지오코딩 검증 중..."
"오후 1:38:05","success","[759/1397] 늘푸른자동차공업사 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:05","success","[759/1397] 늘푸른자동차공업사 : 주소 검색 성공[road]"
"오후 1:38:05","info","[759/1397] 늘푸른자동차공업사 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 늘푸른자동차공업사"""
"오후 1:38:05","success","[759/1397] 늘푸른자동차공업사 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (2m)"
"오후 1:38:05","info","[759/1397] 늘푸른자동차공업사 : 입력좌표 vs 검색좌표 거리 = 6 m"
"오후 1:38:05","warning","[759/1397] 늘푸른자동차공업사 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:05","success","[759/1397] 늘푸른자동차공업사 : 변환 성공"
"오후 1:38:05","info","[760/1397] 샘신용협동조합 : 주소 검색 시도[road]-> ""광주광역시 남구 용대로 189"""
"오후 1:38:05","info","[760/1397] 샘신용협동조합 : 역지오코딩 검증 중..."
"오후 1:38:06","success","[760/1397] 샘신용협동조합 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:06","success","[760/1397] 샘신용협동조합 : 주소 검색 성공[road]"
"오후 1:38:06","info","[760/1397] 샘신용협동조합 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 샘신용협동조합"""
"오후 1:38:06","warning","[760/1397] 샘신용협동조합 : [DOUBLE-CHECK] 시설명 위치와 불일치 (955m)"
"오후 1:38:06","info","[760/1397] 샘신용협동조합 : 입력좌표 vs 검색좌표 거리 = 7 m"
"오후 1:38:06","success","[760/1397] 샘신용협동조합 : 변환 성공"
"오후 1:38:06","info","[761/1397] 타이어프로 남구월산점 : 주소 검색 시도[road]-> ""광주광역시 남구 금화로421번길 1"""
"오후 1:38:06","info","[761/1397] 타이어프로 남구월산점 : 역지오코딩 검증 중..."
"오후 1:38:06","success","[761/1397] 타이어프로 남구월산점 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:06","success","[761/1397] 타이어프로 남구월산점 : 주소 검색 성공[road]"
"오후 1:38:06","info","[761/1397] 타이어프로 남구월산점 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 타이어프로 남구월산점"""
"오후 1:38:07","success","[761/1397] 타이어프로 남구월산점 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (4m)"
"오후 1:38:07","info","[761/1397] 타이어프로 남구월산점 : 입력좌표 vs 검색좌표 거리 = 4 m"
"오후 1:38:07","warning","[761/1397] 타이어프로 남구월산점 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:07","success","[761/1397] 타이어프로 남구월산점 : 변환 성공"
"오후 1:38:07","info","[762/1397] 우빈모터스(구.현대블루핸즈월산점) : 주소 검색 시도[road]-> ""광주광역시 남구 금화로 423"""
"오후 1:38:07","info","[762/1397] 우빈모터스(구.현대블루핸즈월산점) : 역지오코딩 검증 중..."
"오후 1:38:07","success","[762/1397] 우빈모터스(구.현대블루핸즈월산점) : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:07","success","[762/1397] 우빈모터스(구.현대블루핸즈월산점) : 주소 검색 성공[road]"
"오후 1:38:07","info","[762/1397] 우빈모터스(구.현대블루핸즈월산점) : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 우빈모터스"""
"오후 1:38:07","success","[762/1397] 우빈모터스(구.현대블루핸즈월산점) : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (2m)"
"오후 1:38:07","info","[762/1397] 우빈모터스(구.현대블루핸즈월산점) : 입력좌표 vs 검색좌표 거리 = 0 m"
"오후 1:38:07","warning","[762/1397] 우빈모터스(구.현대블루핸즈월산점) : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:07","success","[762/1397] 우빈모터스(구.현대블루핸즈월산점) : 변환 성공"
"오후 1:38:07","info","[763/1397] 옥주 카센터 : 주소 검색 시도[road]-> ""광주광역시 남구 백운로 76"""
"오후 1:38:07","info","[763/1397] 옥주 카센터 : 역지오코딩 검증 중..."
"오후 1:38:08","success","[763/1397] 옥주 카센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:08","success","[763/1397] 옥주 카센터 : 주소 검색 성공[road]"
"오후 1:38:08","info","[763/1397] 옥주 카센터 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 옥주 카센터"""
"오후 1:38:08","success","[763/1397] 옥주 카센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (2m)"
"오후 1:38:08","info","[763/1397] 옥주 카센터 : 입력좌표 vs 검색좌표 거리 = 1 m"
"오후 1:38:08","warning","[763/1397] 옥주 카센터 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:08","success","[763/1397] 옥주 카센터 : 변환 성공"
"오후 1:38:08","info","[764/1397] 우정자원 : 주소 검색 시도[road]-> ""광주광역시 남구 회서로 9"""
"오후 1:38:08","info","[764/1397] 우정자원 : 역지오코딩 검증 중..."
"오후 1:38:08","success","[764/1397] 우정자원 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:08","success","[764/1397] 우정자원 : 주소 검색 성공[road]"
"오후 1:38:08","info","[764/1397] 우정자원 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 우정자원"""
"오후 1:38:08","success","[764/1397] 우정자원 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (0m)"
"오후 1:38:08","info","[764/1397] 우정자원 : 입력좌표 vs 검색좌표 거리 = 6 m"
"오후 1:38:08","warning","[764/1397] 우정자원 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:08","success","[764/1397] 우정자원 : 변환 성공"
"오후 1:38:08","info","[765/1397] 뜨락 : 주소 검색 시도[road]-> ""광주광역시 남구 화산로 105"""
"오후 1:38:09","info","[765/1397] 뜨락 : 역지오코딩 검증 중..."
"오후 1:38:09","success","[765/1397] 뜨락 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:09","success","[765/1397] 뜨락 : 주소 검색 성공[road]"
"오후 1:38:09","info","[765/1397] 뜨락 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오후 1:38:09","info","[765/1397] 뜨락 : 입력좌표 vs 검색좌표 거리 = 3 m"
"오후 1:38:09","warning","[765/1397] 뜨락 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:09","success","[765/1397] 뜨락 : 변환 성공"
"오후 1:38:09","info","[766/1397] 현대자동차 블루핸즈 : 주소 검색 시도[road]-> ""광주광역시 남구 서문대로627번안길 12"""
"오후 1:38:09","info","[766/1397] 현대자동차 블루핸즈 : 역지오코딩 검증 중..."
"오후 1:38:09","success","[766/1397] 현대자동차 블루핸즈 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:09","success","[766/1397] 현대자동차 블루핸즈 : 주소 검색 성공[road]"
"오후 1:38:09","info","[766/1397] 현대자동차 블루핸즈 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 현대자동차 블루핸즈"""
"오후 1:38:09","warning","[766/1397] 현대자동차 블루핸즈 : [DOUBLE-CHECK] 시설명 위치와 불일치 (9718m)"
"오후 1:38:09","info","[766/1397] 현대자동차 블루핸즈 : 입력좌표 vs 검색좌표 거리 = 3 m"
"오후 1:38:09","success","[766/1397] 현대자동차 블루핸즈 : 변환 성공"
"오후 1:38:09","info","[767/1397] 부지런한 홈마트 : 주소 검색 시도[road]-> ""광주광역시 남구 화산로 35"""
"오후 1:38:10","info","[767/1397] 부지런한 홈마트 : 역지오코딩 검증 중..."
"오후 1:38:10","success","[767/1397] 부지런한 홈마트 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:10","success","[767/1397] 부지런한 홈마트 : 주소 검색 성공[road]"
"오후 1:38:10","info","[767/1397] 부지런한 홈마트 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 부지런한 홈마트"""
"오후 1:38:10","info","[767/1397] 부지런한 홈마트 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오후 1:38:10","info","[767/1397] 부지런한 홈마트 : 입력좌표 vs 검색좌표 거리 = 11 m"
"오후 1:38:10","warning","[767/1397] 부지런한 홈마트 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:10","success","[767/1397] 부지런한 홈마트 : 변환 성공"
"오후 1:38:10","info","[768/1397] ㈜수미프라자(삼성스토어) : 주소 검색 시도[road]-> ""광주광역시 남구 서문대로 377"""
"오후 1:38:10","info","[768/1397] ㈜수미프라자(삼성스토어) : 역지오코딩 검증 중..."
"오후 1:38:11","success","[768/1397] ㈜수미프라자(삼성스토어) : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:11","success","[768/1397] ㈜수미프라자(삼성스토어) : 주소 검색 성공[road]"
"오후 1:38:11","info","[768/1397] ㈜수미프라자(삼성스토어) : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 수미프라자"""
"오후 1:38:11","info","[768/1397] ㈜수미프라자(삼성스토어) : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오후 1:38:11","info","[768/1397] ㈜수미프라자(삼성스토어) : 입력좌표 vs 검색좌표 거리 = 656 m"
"오후 1:38:11","warning","[768/1397] ㈜수미프라자(삼성스토어) : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:11","success","[768/1397] ㈜수미프라자(삼성스토어) : 변환 성공"
"오후 1:38:11","info","[769/1397] 타이어프로진월점 : 주소 검색 시도[road]-> ""광주광역시 남구 서문대로 645"""
"오후 1:38:11","info","[769/1397] 타이어프로진월점 : 역지오코딩 검증 중..."
"오후 1:38:11","success","[769/1397] 타이어프로진월점 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:11","success","[769/1397] 타이어프로진월점 : 주소 검색 성공[road]"
"오후 1:38:11","info","[769/1397] 타이어프로진월점 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 타이어프로진월점"""
"오후 1:38:11","success","[769/1397] 타이어프로진월점 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (12m)"
"오후 1:38:11","info","[769/1397] 타이어프로진월점 : 입력좌표 vs 검색좌표 거리 = 11 m"
"오후 1:38:11","warning","[769/1397] 타이어프로진월점 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:11","success","[769/1397] 타이어프로진월점 : 변환 성공"
"오후 1:38:11","info","[770/1397] 유천 타이어 : 주소 검색 시도[road]-> ""광주광역시 남구 서문대로 477"""
"오후 1:38:12","info","[770/1397] 유천 타이어 : 역지오코딩 검증 중..."
"오후 1:38:12","success","[770/1397] 유천 타이어 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:12","success","[770/1397] 유천 타이어 : 주소 검색 성공[road]"
"오후 1:38:12","info","[770/1397] 유천 타이어 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 유천 타이어"""
"오후 1:38:12","success","[770/1397] 유천 타이어 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (8m)"
"오후 1:38:12","info","[770/1397] 유천 타이어 : 입력좌표 vs 검색좌표 거리 = 14 m"
"오후 1:38:12","warning","[770/1397] 유천 타이어 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:12","success","[770/1397] 유천 타이어 : 변환 성공"
"오후 1:38:12","info","[771/1397] 방림1어린이공원화장실 : 주소 검색 시도[road]-> ""광주광역시 남구 용대로183번길 9"""
"오후 1:38:12","info","[771/1397] 방림1어린이공원화장실 : 역지오코딩 검증 중..."
"오후 1:38:12","success","[771/1397] 방림1어린이공원화장실 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:12","success","[771/1397] 방림1어린이공원화장실 : 주소 검색 성공[road]"
"오후 1:38:12","info","[771/1397] 방림1어린이공원화장실 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 방림1어린이공원"""
"오후 1:38:13","info","[771/1397] 방림1어린이공원화장실 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오후 1:38:13","info","[771/1397] 방림1어린이공원화장실 : 입력좌표 vs 검색좌표 거리 = 145 m"
"오후 1:38:13","warning","[771/1397] 방림1어린이공원화장실 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:13","success","[771/1397] 방림1어린이공원화장실 : 변환 성공"
"오후 1:38:13","info","[772/1397] 방림2어린이공원화장실 : 주소 검색 시도[road]-> ""광주광역시 남구 봉선초등길 21-5"""
"오후 1:38:13","info","[772/1397] 방림2어린이공원화장실 : 역지오코딩 검증 중..."
"오후 1:38:13","success","[772/1397] 방림2어린이공원화장실 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:13","success","[772/1397] 방림2어린이공원화장실 : 주소 검색 성공[road]"
"오후 1:38:13","info","[772/1397] 방림2어린이공원화장실 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 방림2어린이공원"""
"오후 1:38:13","info","[772/1397] 방림2어린이공원화장실 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오후 1:38:13","info","[772/1397] 방림2어린이공원화장실 : 입력좌표 vs 검색좌표 거리 = 304 m"
"오후 1:38:13","warning","[772/1397] 방림2어린이공원화장실 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:13","success","[772/1397] 방림2어린이공원화장실 : 변환 성공"
"오후 1:38:13","info","[773/1397] 방림3어린이공원화장실 : 주소 검색 시도[road]-> ""광주광역시 남구 용대로 149-14"""
"오후 1:38:13","info","[773/1397] 방림3어린이공원화장실 : 역지오코딩 검증 중..."
"오후 1:38:14","success","[773/1397] 방림3어린이공원화장실 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:14","success","[773/1397] 방림3어린이공원화장실 : 주소 검색 성공[road]"
"오후 1:38:14","info","[773/1397] 방림3어린이공원화장실 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 방림3어린이공원"""
"오후 1:38:14","info","[773/1397] 방림3어린이공원화장실 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오후 1:38:14","info","[773/1397] 방림3어린이공원화장실 : 입력좌표 vs 검색좌표 거리 = 433 m"
"오후 1:38:14","warning","[773/1397] 방림3어린이공원화장실 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:14","success","[773/1397] 방림3어린이공원화장실 : 변환 성공"
"오후 1:38:14","info","[774/1397] 봉선1어린이공원화장실 : 주소 검색 시도[road]-> ""광주광역시 남구 봉선1로37번길 25"""
"오후 1:38:14","info","[774/1397] 봉선1어린이공원화장실 : 역지오코딩 검증 중..."
"오후 1:38:14","success","[774/1397] 봉선1어린이공원화장실 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:14","success","[774/1397] 봉선1어린이공원화장실 : 주소 검색 성공[road]"
"오후 1:38:14","info","[774/1397] 봉선1어린이공원화장실 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 봉선1어린이공원"""
"오후 1:38:14","info","[774/1397] 봉선1어린이공원화장실 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오후 1:38:14","info","[774/1397] 봉선1어린이공원화장실 : 입력좌표 vs 검색좌표 거리 = 45 m"
"오후 1:38:14","warning","[774/1397] 봉선1어린이공원화장실 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:14","success","[774/1397] 봉선1어린이공원화장실 : 변환 성공"
"오후 1:38:14","info","[775/1397] 봉선2어린이공원화장실 : 주소 검색 시도[road]-> ""광주광역시 남구 유안초등북2길 17"""
"오후 1:38:15","info","[775/1397] 봉선2어린이공원화장실 : 역지오코딩 검증 중..."
"오후 1:38:15","success","[775/1397] 봉선2어린이공원화장실 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:15","success","[775/1397] 봉선2어린이공원화장실 : 주소 검색 성공[road]"
"오후 1:38:15","info","[775/1397] 봉선2어린이공원화장실 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 봉선2어린이공원"""
"오후 1:38:15","success","[775/1397] 봉선2어린이공원화장실 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (32m)"
"오후 1:38:15","warning","[775/1397] 봉선2어린이공원화장실 : [DOUBLE-CHECK] 주소 번호 불일치 (17 vs 1031), 하지만 위치 근접하여 허용"
"오후 1:38:15","info","[775/1397] 봉선2어린이공원화장실 : 입력좌표 vs 검색좌표 거리 = 323 m"
"오후 1:38:15","warning","[775/1397] 봉선2어린이공원화장실 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:15","success","[775/1397] 봉선2어린이공원화장실 : 변환 성공"
"오후 1:38:15","info","[776/1397] 봉선3어린이공원화장실 : 주소 검색 시도[road]-> ""광주광역시 남구 봉선1로16번안길 14"""
"오후 1:38:15","info","[776/1397] 봉선3어린이공원화장실 : 역지오코딩 검증 중..."
"오후 1:38:15","success","[776/1397] 봉선3어린이공원화장실 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:15","success","[776/1397] 봉선3어린이공원화장실 : 주소 검색 성공[road]"
"오후 1:38:15","info","[776/1397] 봉선3어린이공원화장실 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 봉선3어린이공원"""
"오후 1:38:16","info","[776/1397] 봉선3어린이공원화장실 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오후 1:38:16","info","[776/1397] 봉선3어린이공원화장실 : 입력좌표 vs 검색좌표 거리 = 300 m"
"오후 1:38:16","warning","[776/1397] 봉선3어린이공원화장실 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:16","success","[776/1397] 봉선3어린이공원화장실 : 변환 성공"
"오후 1:38:16","info","[777/1397] 방죽어린이공원화장실 : 주소 검색 시도[road]-> ""광주광역시 남구 봉선중앙로 25"""
"오후 1:38:16","info","[777/1397] 방죽어린이공원화장실 : 역지오코딩 검증 중..."
"오후 1:38:16","success","[777/1397] 방죽어린이공원화장실 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:16","success","[777/1397] 방죽어린이공원화장실 : 주소 검색 성공[road]"
"오후 1:38:16","info","[777/1397] 방죽어린이공원화장실 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 방죽어린이공원"""
"오후 1:38:16","success","[777/1397] 방죽어린이공원화장실 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (25m)"
"오후 1:38:16","info","[777/1397] 방죽어린이공원화장실 : 입력좌표 vs 검색좌표 거리 = 126 m"
"오후 1:38:16","warning","[777/1397] 방죽어린이공원화장실 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오후 1:38:16","success","[777/1397] 방죽어린이공원화장실 : 변환 성공"
"오후 1:38:16","info","[778/1397] 서창치안센타 : 주소 검색 시도[road]-> ""광주광역시 서구 눌재로 258"""
"오후 1:38:17","info","[778/1397] 서창치안센타 : 역지오코딩 검증 중..."
"오후 1:38:17","success","[778/1397] 서창치안센타 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:17","success","[778/1397] 서창치안센타 : 주소 검색 성공[road]"
"오후 1:38:17","info","[778/1397] 서창치안센타 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 서창치안센타"""
"오후 1:38:17","success","[778/1397] 서창치안센타 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (1m)"
"오후 1:38:17","success","[778/1397] 서창치안센타 : 변환 성공"
"오후 1:38:17","info","[779/1397] 금호지구대 : 주소 검색 시도[road]-> ""광주광역시 서구 운천로 30"""
"오후 1:38:17","info","[779/1397] 금호지구대 : 역지오코딩 검증 중..."
"오후 1:38:17","success","[779/1397] 금호지구대 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:17","success","[779/1397] 금호지구대 : 주소 검색 성공[road]"
"오후 1:38:17","info","[779/1397] 금호지구대 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 금호지구대"""
"오후 1:38:18","success","[779/1397] 금호지구대 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (2m)"
"오후 1:38:18","success","[779/1397] 금호지구대 : 변환 성공"
"오후 1:38:18","info","[780/1397] 영산강유역환경청 : 주소 검색 시도[road]-> ""광주광역시 서구 계수로 31"""
"오후 1:38:18","info","[780/1397] 영산강유역환경청 : 역지오코딩 검증 중..."
"오후 1:38:18","success","[780/1397] 영산강유역환경청 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:18","success","[780/1397] 영산강유역환경청 : 주소 검색 성공[road]"
"오후 1:38:18","info","[780/1397] 영산강유역환경청 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 영산강유역환경청"""
"오후 1:38:18","success","[780/1397] 영산강유역환경청 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (3m)"
"오후 1:38:18","success","[780/1397] 영산강유역환경청 : 변환 성공"
"오후 1:38:18","info","[781/1397] 광주학생교육문화회관 : 주소 검색 시도[road]-> ""광주광역시 서구 상무민주로 61"""
"오후 1:38:19","info","[781/1397] 광주학생교육문화회관 : 역지오코딩 검증 중..."
"오후 1:38:19","success","[781/1397] 광주학생교육문화회관 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오후 1:38:19","success","[781/1397] 광주학생교육문화회관 : 주소 검색 성공[road]"
"오후 1:38:19","info","[781/1397] 광주학생교육문화회관 : 시설명 교차 검증 중 [Phase B] -> ""광주광역시 광주학생교육문화회관"""
